use#v#1161188,उपयोग करना, इस्तेमाल करना
make#v#2566500,किया
neutrality#n#5046973,बेसरोकारी,अपक्षपात,अलहदगी,उदासीनता,तटस्थता
Pleuronectes#n#2661011,
quaver#n#7405457,
qualified#a#1919581,योग्यता प्राप्त,योग्य,निपुण,परिमित
Wilmut#n#11410687,
nonmetallic#a#1533412,
airs#n#4795239,अकड,घमंड,शेखी
conidium#n#11569460,
half-light#n#11486174,
lamp_house#n#3642318,
Szilard#n#11348284,
stomatal#a#2656346,
hand-me-down#n#3492725,
warm#a#2542324,गर्म,कुल,उष्ण,२. तेज,उग्र,प्रचंड,३. खाता पीता,धनवान
ordinal#a#2207704,
nonnative#a#1041087,
tannic#a#3134591,
elecampane#n#12005128,
hardbake#n#7614193,
haik#n#3480544,
neritic#a#2985381,
sandalwood#n#12756212,चंदन की लकडी
third_law_of_motion#n#5894873,
casein_glue#n#14727506,
play#n#558625,खेल,किलोल,दिल्लगी,२. नाटक,३. व्यवहार का ढंग,आचरण
windward#a#1403340,वायु की ओर का
unblended#a#1332568,
intrinsic#a#1351106,भीतरी,अंतस्थ,सच्चा,असली,स्वाभाविक,प्राकृतिक,वास्तविक
Viburnum#n#12700886,
keeled_garlic#n#12453212,
arbitral#a#2648381,
tractable#a#2460186,
metallized_dye#n#14651707,
humanistic#a#2754522,
Sue#n#11343575,
Laughton#n#11139051,
Avahi#n#2503103,
Jungermanniaceae#n#11563715,
third_person#n#6339015,
bow#n#7244001,प्रणाम,नमस्कार,प्रणाम करने में झुकना,२. अनाडी,३. धनुष,कमान
Veps#n#9727388,
out-of-court_settlement#n#7192842,
covariation#n#6042282,
ammunition#n#6496385,लडाई का सामान,युद्ध सामग्री
red-backed_sandpiper#n#2030146,
laryngeal#a#2893299,
adder#n#1755226,
decision#n#7308384,निश्चय करना,निर्णय ,द्रृढता,विचार फल,फैसला,मीमांसा
flour_beetle#n#2184376,
genus_Sargassum#n#1408378,
bearberry_willow#n#12751536,
Stroheim#n#11342622,
set_point#n#13631783,
sarong#n#4143416,
recital#n#6906480,पाठ,व्याख्यान,बयान,वर्णन,दुहराव,तकरीर,२. कहानी,कथा
syllogistic#a#2921957,
Telopea#n#12243922,
mens_room#n#3751977,
shop_girl#n#10611457,
Franklin#n#10999075,
Myricaceae#n#11761293,
aeriferous#a#2617179,
coreligionist#n#9985045,धर्म
jobholder#n#10242492,
Afro-Asian#a#2953537,
hedger#n#10187431,बचाव (वित्त)
shelduck#n#1852317,
dronabinol#n#3250256,
counselor#n#9988592,
Aberdare#n#8915375,
dashiki#n#3168047,
Sheraton#n#4199564,
magnetic_core_memory#n#3711954,
associational#a#2655693,
bicameral#a#234855,दो व्यवस्थापक अंग युक्त
cyclopropane#n#3160327,
ostentation#n#4825154,
briefing#n#7232442,
Levite#n#10275612,
Mauritian#n#9741926,
nazi#n#10370215,नात्सीवाद
burn#n#404732,जलने का घाव,जलन
gamble#n#804623,जुआ
highway_robbery#n#785073,राहज़नी
blotter#n#6514849,
urinary_hesitancy#n#14588100,
Kusan#n#9679310,
Delacroix#n#10948249,
counterperson#n#9989248,
homogenate#n#14932573,
Sphecidae#n#2217986,
carriage_trade#n#1108620,
dodo#n#1813884,डोडो
hellhound#n#10189200,
oatmeal_cookie#n#7653835,कुकी (एक प्रकार का बिस्कुट)
Lactophrys#n#2657239,
classical#a#2708882,उत्तम,प्रथम श्रेणी,प्रथमवर्गीय विद्वान
Circaetus#n#1613067,
Ph.D.#n#6716878,पीएचडी
observation_dome#n#3844944,
Schiaparelli#n#11304206,
transvestic#a#2608907,
unpotted#a#1839948,
brotula#n#2561775,
error#n#72888,भूल,२. अशुद्धता,गलती,दोष,३. शून्य भूल
keurboom#n#12600570,
Beckley#n#9178463,
batman#n#9863124,बैटमैन
conscientious#a#2093261,शुद्ध अंतःकरणवाला,धर्मात्मा,न्याय परायण
nightcap#n#461905,
tearjerker#n#6385771,
esophagitis#n#14369220,
Dunker#n#9697226,
lochia#n#5424616,
red_fox#n#2122129,
smilo#n#12147253,
throw#n#1248165,फेंक,उछाल,दांव
boldness#n#4845441,
vaginismus#n#371693,
mitotic#a#3030997,
light_beer#n#7903942,
Lethe#n#9361359,
mares_tail#n#9370013,
cubit#n#13674967,
cake#n#7644479,केक,टिकिया,चपाती
tody#n#1834001,
nalidixic_acid#n#3811580,
tradespeople#n#7967271,
Identikit#n#3564711,
work_animal#n#1319440,
blastocoelic#a#3061417,
nonspecific_urethritis#n#14591152,
Levant#n#8934932,शाम (क्षेत्र)
legatee#n#10273308,
heat_lightning#n#7427837,
game#n#15281378,खेल,लीला,बाजी,आखेट,२. शिकार,३. ठठ्ठा उडाना
Asmara#n#8795667,
loginess#n#14041903,
diggings#n#3200343,
osmotic#a#3012116,
emirate#n#593407,अमीरात
Elops#n#2544506,
diving_bell#n#3220633,
Lampyridae#n#2170773,जुगनू
Niagara#n#9393463,
King#n#11125453,
corvine#a#2856043,
paradise_tree#n#12737354,
corvette#n#3117686,
swiftlet#n#1835753,
morale_builder#n#5701502,
Havasupai#n#9675782,
tract#n#6420933,फैली हुई वस्तु,विस्तार,२. प्रदेश,३. पुस्तक,ग्रंथ,प्रबंध
Psittacidae#n#1820065,
Vespertilionidae#n#2147736,
Butterfield#n#10896413,
altitude#n#13920350,ऊंचाई,उच्चत्व,उन्नतांश,अभिमान,उच्च पदवी,प्रतिष्ठा,२. उन्नतांश
beefwood#n#12239007,
morphogenesis#n#13538756,
scrambler#n#10582831,
remise#n#4081988,
common_denominator#n#13757616,
size#n#5106493,आकार,परिणाम,डील,२. सरेस,लासा
contact#n#7293990,छुआव,लगाव,सटाव,संपर्क,स्पर्श,संसर्ग
subaltern#n#10687148,
homosporous#a#2752025,
lubrication#n#718197,
labial_consonant#n#7131715,
Agee#n#10829180,
spar#n#447789,स्फटिक के समान कोई खनिज पदार्थ,२. तख्ता,३. जहाज का मस्तूल,४. मुक्के बाजी
surfbird#n#2029283,
houselights#n#3550765,
tarragon#n#7837586,
pound#n#13669802,पाउंड( एक तोल लगभग अधा सेर का होता है या एक सिक्का जो ,२० शिलिंग के बराबर होता है) २. एक बाडा
winery#n#4599768,
Cakile#n#11900687,
Shepard#n#11317447,
Idun#n#9604512,
left-handedness#n#13976574,
wind_chime#n#4593511,
prankster#n#10483280,
peck#n#13643732,चंचु,२. एक बुशेल नाप का चौथा भाग
Asura#n#9547575,असुर
Kalapooian#n#6937880,
failure#n#7332364,कमी,२. भूल,३. असिद्धि,४. घटती,दिवाला
hyponatremia#n#14294675,
common-law_marriage#n#13988228,
neighborhood#n#8242011,मुहल्ला
glucose_tolerance_test#n#5749710,
Linnaea#n#12693939,
maharani#n#10301467,महाराजा
de_facto#a#697192,
Geastrum#n#13065787,
rotary_actuator#n#4117533,
missionary#n#10342840,पादरी,वह मनुष्य जो मतसम्बन्धी शिक्षा देने के लिए भेजा जाता है,भेजा हुआ धर्मोपदेशक
Wood#n#11415604,लकड़ी
Oecanthus#n#2233007,
poster_boy#n#10476440,
Rhyacotriton#n#1637984,
pedophile#n#10432414,बाल यौन शोषण (पीडोफीलिया)
sky_glow#n#11484046,
flair#n#5632244,
Zinsser#n#11427297,
rotogravure#n#6692053,
diamondback_terrapin#n#1670732,
deviation#n#738697,विचलन,ठीक मार्ग से भटकाना,भटकावा,भूल,चूक
goal-kick#n#137511,
Tsimshian#n#9690477,
appropriator#n#9822064,
common_denominator#n#4624798,
stinking_cedar#n#11669810,
Viennese#a#2982737,
pilot_burner#n#3945557,
drop_arch#n#3250900,
smooth_green_snake#n#1732826,
language_barrier#n#5699928,
mane#n#5263568,अयाल,घोडे शेर आदि जानवरों के गले पर बाल
bastard_pennyroyal#n#12892619,
cloakmaker#n#9949319,
poison_oak#n#14247120,
izar#n#3593385,
pedophilia#n#739568,बाल यौन शोषण (पीडोफीलिया)
over-the-shoulder_bombing#n#981643,
Fonteyn#n#10994447,
Turgot#n#11372187,
Solandra#n#12934405,
carbamic_acid#n#14816559,
wheelwright#n#10795328,
terror#n#10722132,भय,डर,त्रास,भयहेतु
glassblower#n#10151555,काच धमन
apposition#n#13455121,समानाधिकरण,निरूपण करने वाला
Eureka#n#9085595,
banquette#n#2791409,
Germanism#n#415084,
bowstring_hemp#n#12502146,
France#n#10997364,फ़्रान्स
noisy#a#1926330,सशब्द,शोर गुल करने वाला,कोलाहल कारी,बक्की
Motacillidae#n#1530728,
scenic#a#2803613,तमाशा या नाटक सम्बंधी,नाटकीय,२. बनावटी
riddle#n#4095808,पहेली,२. मोटी छलनी
shrink-wrapped_software#n#6599966,
medusas_head#n#12939751,
item#n#3593583,रकम,चीज,मद,विषय,पद
dry_masonry#n#3257027,
ununpentium#n#14684231,
Hirschfeld#n#11072038,
Phaethon#n#9593243,
atmometer#n#2755922,
counteroffer#n#7179623,
major#a#1475494,बडा,प्रधान,अधिक आवश्यक या महत्वपूर्ण,२. बालिग
saprophytic#a#3032264,
rocket_firing#n#104239,
Mylar#n#14616397,
spymaster#n#10661786,
backhander#n#133980,
Chrysaora#n#1913912,
soapberry_vine#n#12763501,
nymphet#n#10388323,
laudator#n#10268408,
law_of_equivalent_proportions#n#5890185,
aluminum_foil#n#2703626,
taurine#a#2819951,
saboteur#n#10564305,
Jerome#n#11103054,
unveiling#n#6904389,
Pennisetum#n#12149162,
mousepad#n#3800177,
quadrivium#n#6182010,
coiled#a#2325005,
Synentognathi#n#2552164,
mandamus#n#6566666,परमादेश
Phoca#n#2082358,
sicklepod#n#11892793,चकवड़
yakuza#n#10821406,
recruiting-sergeant#n#10532452,
lempira#n#13707070,
disjointedness#n#14441694,
circumflex_vein#n#5371224,
serrated_wrack#n#1407748,
puppy#n#10513420,पिल्ला,पिलवा,२. घमंडी और तुच्छ जन
nitrogen_narcosis#n#5690037,
Coloradan#n#9761147,कॉलराडो
water_chinquapin#n#7788607,
waddler#n#10781732,
money#n#13406050,रुपया,पैसा,द्रव्य,सिक्का,धन
low-sodium_diet#n#7579857,
rocket_scientist#n#10555831,वैमानिक अभियान्त्रिकी
occupational_therapy#n#665820,
Kuwait#n#8949016,कुवैत
portacaval_shunt#n#5555947,
water_beetle#n#2179848,
near_beer#n#7907164,
disk_access#n#3213536,
sensorium#n#5497462,
sweatshop#n#4377687,
detachment#n#8232169,वियोग,विच्छेद,पृथकता,स्वतंत्रता,२. सेना का एक भाग
personal#a#2869796,निज का,अपना,जातीय,शारीरिक,वैयक्तिक,व्यक्तिगत,२. पुरुष वाचक,व्यक्ति वाचक,३. स्वयंकृत,अपने आप किया हुआ
patristic#a#3031977,
straw_man#n#7197027,
Caenolestes#n#1878521,
Macrocephalon#n#1804674,
Scorpio#n#8705083,
confrontation#n#7196373,
Maseru#n#8978878,
blue_elder#n#12699555,
vaginal_smear#n#5274258,
remark#n#5718520,
guardhouse#n#3469689,
hematopoietic#a#2750332,
Logan#n#9365635,
grant-in-aid#n#13288557,
vanilla_ice_cream#n#7631280,
jabiru#n#2006493,
Araujia#n#13256845,
dignity#n#14455328,बडप्पन,मर्यादा,पद,पदवी,गौरव
Aethusa#n#12951869,
Neapolitan#n#10370397,
by-product#n#2933876,उपफल,किसी वस्तु के उपार्जन में बनी हुई दूसरी वस्तु
wire_gauge#n#4602246,
Nassau#n#8866562,
Armoracia#n#11893319,
directness#n#4925387,
diurnal_variation#n#7458992,
snorkel#n#4257960,
right_to_confront_accusors#n#5192866,
eschatological#a#2733366,
excellence#n#5860309,प्रतिष्ठा,२. बढाई,३. उत्तमता,उत्तमगुण
Tarzan#n#9626935,टार्ज़न
Meconopsis#n#11927182,
Shivaist#n#9704942,शैव
methionine#n#14976429,
doodlebug#n#3226346,
hyperbaton#n#7118468,
fascioliasis#n#14199209,
spectrometric#a#2929445,
chaulmoogra#n#12400048,
check_girl#n#9932698,
sensitive_plant#n#11775579,छुइमुइ पौधा
silver_beech#n#12287501,
corn#n#14388207,मकी,दाना,अनाज,गल्ला,दान्य,सस्य,२. ठेंठ,गट्टा,कडा,फोडा,गोखरू,३. मकाई या अन्य अनाज का आटा,मैदा
red_currant#n#12826133,
runway#n#4128092,उड़ानपट्टी
monotype#n#8126738,
Bantoid#a#3057945,
matriarch#n#10322367,मातृतंत्र
Sterna#n#2045861,
cracklings#n#7687590,
rice#n#12146407,चावल,सेला,धान
tranylcypromine#n#4481552,
bowels#n#8533732,मानव का पोषण नाल
Houston#n#11081848,ह्युस्टन
reassertion#n#6745330,
brail#n#2892573,
frijole#n#7743353,
hot_tub#n#3548783,
orange_soda#n#7944728,
denim#n#3179855,
hollow#n#9327937,गढा,कन्दक,विवर,गुहा,कंदरा
Pyralis#n#2291713,
factor_analytical#a#2735917,
Eratosthenes#n#10980222,इरैटोस्थनिज़
property_man#n#10502980,
Mayday#n#6816812,
Tucker#n#11371342,
myelinic#a#3024215,
lucubration#n#6388756,
common_white_dogwood#n#12968073,
Presley#n#11266030,
Rangifer#n#2436427,
Callithricidae#n#2492661,
Tracy#n#11367514,
lap_joint#n#3647887,
baronetage#n#8405514,
Discocephali#n#2577120,
georgette#n#3440653,
physiotherapeutic#a#2900820,
lift_pump#n#3670166,
Bowiea#n#12465171,
Urocystis#n#13089325,
cap_screw#n#2960571,पेंच
Lolita#n#10290080,लोलिता
Blechnum#n#13205771,
Hoffmann#n#11075037,
Volans#n#9495398,
linkage_editor#n#6588552,
unenlightening#a#1328965,
scaphopod#n#1943864,खनित्रपाद
unseeded#a#2262727,
Ulex#n#12595232,
subgroup#n#6026402,
hogshead#n#3530156,
part-owner#n#10422348,
serow#n#2421702,
Hippocampus#n#1459272,हिप्पोकैम्पस
coir#n#12608815,
dark-eyed_junco#n#1537223,
forehand_drive#n#568722,
Hesperis#n#11909090,
umbilical#a#2851820,नाभि सम्बन्धी,नाभ्य
kraurosis#n#14594958,
stylist#n#10686916,
bare_bone#n#5279106,
self-depreciation#n#7524713,
black_opal#n#14800845,ओपल
Salem#n#9121856,
provident#a#1900825,दूरदर्शी,बुद्धिमान,अग्रदर्शी,परिणामदर्शी,मितव्ययी,किफायतशार
tarwood#n#11676043,
Callitriche#n#12714495,
explicit#a#943706,स्पष्ट,२. प्रकट,३. साफ
old_man#n#10395389,
undertone#n#4966744,
Tiepolo#n#11362186,
incompetent_cervix#n#5310519,
darmstadtium#n#14660570,
Juggernaut#n#3609091,जगरनॉट
Robinson#n#11285721,
coral_bean_tree#n#12548887,
disaffection#n#4886693,वैर,विराग,विरक्ति,विद्रोह
